total_bill,tip,sex,smoker,day,time,size,price_per_person,firstname,lastname,Payer Name,CC Number,Payment ID
655.08,78.73,Male,No,Tue,Dinner,1,354.45,Helsa,Hirsch,Helsa Hirsch,6556816503882741,Sun4051
986.03,193.99,Female,Yes,Sun,Dinner,1,149.1,Robinia,Magdalen,Robinia Magdalen,6556244161886888,Sun8460
472.56,302.27,Male,No,Tue,Meal,4,451.64,Rori,Franza,Rori Franza,6541893509273387,Sun1018
348.12,683.13,Female,No,Thu,Meal,2,432.95,Daphne,Auberbach,Daphne Auberbach,6541488031043094,Sun1385
619.6,560.74,Male,Yes,Wed,Breakfast,3,906.26,Aurelie,Leonard,Aurelie Leonard,6541163977546789,Sun4096
124.48,972.92,Male,No,Sun,Dinner,1,580.52,Sara-Ann,Fink,Sara-Ann Fink,6556826950437543,Sun4370
455.91,673.81,Male,Yes,Sat,Meal,3,463.76,Suzette,Ellord,Suzette Ellord,6541212029399452,Sun5723
934.93,884.93,Female,No,Thu,Breakfast,1,880.82,Jackie,Francyne,Jackie Francyne,6541024753726047,Sun3004
788.7,652.75,Male,No,Thu,Breakfast,1,760.42,Lorne,Eben,Lorne Eben,6541959761983377,Sun9705
297.65,180.53,Male,No,Tue,Breakfast,3,247.31,Dagmar,Alarise,Dagmar Alarise,6541719442411927,Sun3472
222.53,926.67,Male,No,Sun,Dinner,4,444.75,Josephine,Alwin,Josephine Alwin,6556559373260183,Sun0024
170.38,966.13,Male,No,Tue,Breakfast,3,148.15,Laurene,Brandice,Laurene Brandice,6541336384729398,Sun1716
730.02,123.97,Male,Yes,Fri,Dinner,4,908.6,Tera,Kirstin,Tera Kirstin,6541520480002803,Sun6115
452.56,924.16,Female,No,Thu,Meal,1,109.69,Jenilee,Buckler,Jenilee Buckler,6556127317177675,Sun0358
888.75,496.45,Male,No,Mon,Breakfast,1,150.29,Donnie,Sasnett,Donnie Sasnett,6556258883880504,Sun7287
721.11,938.4,Male,No,Tue,Meal,2,255.74,Ivett,Hepsibah,Ivett Hepsibah,6541591752921242,Sun0219
342.42,383.84,Male,Yes,Fri,Meal,3,857.17,Sonni,Sholley,Sonni Sholley,6541578209517190,Sun9687
142.77,490.75,Female,Yes,Thu,Breakfast,2,997.35,Eolanda,Callista,Eolanda Callista,6541011819759668,Sun6484
797.6,462.76,Female,Yes,Sun,Breakfast,1,431.11,Jorry,Kevon,Jorry Kevon,6541995780066365,Sun1067
206.07,17.68,Female,Yes,Wed,Dinner,3,374.47,Natka,Sigfrid,Natka Sigfrid,6556136810888951,Sun5947
173.25,312.13,Female,No,Wed,Meal,4,434.71,Benita,Gale,Benita Gale,6556884043639607,Sun8170
136.75,841.49,Male,Yes,Sat,Dinner,3,11.55,Konstance,Goth,Konstance Goth,6556997648473734,Sun1664
675.37,171.69,Male,No,Wed,Dinner,2,830.62,Dyann,Gregrory,Dyann Gregrory,6541732014442645,Sun8873
650.15,894.73,Male,Yes,Wed,Breakfast,4,226.97,Melodie,Margarete,Melodie Margarete,6541503808780961,Sun8218
719.83,880.21,Male,No,Sun,Meal,3,237.39,Tabbatha,Hunfredo,Tabbatha Hunfredo,6541508693640672,Sun3831
821.57,347.21,Female,No,Mon,Dinner,4,124.38,Clary,Bronk,Clary Bronk,6541389958531606,Sun2679
846.95,391.92,Male,No,Tue,Dinner,4,883.42,Thalia,Thar,Thalia Thar,6541427425642883,Sun2880
700.63,812.72,Male,Yes,Fri,Dinner,2,276.06,Karolina,Anyah,Karolina Anyah,6541936278732699,Sun3859
731.79,951.99,Female,Yes,Tue,Meal,3,968.93,Carmencita,Jaylene,Carmencita Jaylene,6556619981321660,Sun4779
717.46,666.59,Male,Yes,Sun,Dinner,3,705.79,Lorenza,Barney,Lorenza Barney,6556872319512475,Sun4978
898.93,400.08,Female,No,Wed,Meal,4,453.31,Desirae,Karna,Desirae Karna,6541090048944037,Sun5957
521.01,932.32,Female,No,Fri,Dinner,1,306.04,Siana,Rosette,Siana Rosette,6556612025788058,Sun6124
235.95,136.2,Female,Yes,Sat,Dinner,2,153.92,Genovera,Claudine,Genovera Claudine,6541163488934501,Sun0608
654.77,401.02,Male,Yes,Sat,Dinner,3,701.71,Hermione,Fiann,Hermione Fiann,6556870817381751,Sun1300
473.69,814.9,Female,Yes,Thu,Meal,3,175.19,Nikki,Goerke,Nikki Goerke,6556052354917599,Sun5970
868.22,105.26,Female,No,Tue,Dinner,2,284.36,Betta,Lenny,Betta Lenny,6541370282910905,Sun4156
569.09,95.74,Male,No,Mon,Dinner,4,558.94,Stevana,Bevin,Stevana Bevin,6541010512572677,Sun1892
858.82,734.38,Female,Yes,Mon,Dinner,2,291.38,Celestyna,Darrell,Celestyna Darrell,6541560438127972,Sun6683
410.77,281.14,Male,Yes,Thu,Dinner,1,46.23,Therine,Mathilde,Therine Mathilde,6556577437135585,Sun8825
112.76,102.24,Female,Yes,Sat,Dinner,1,275.14,Tarra,Santoro,Tarra Santoro,6541874220483112,Sun7971
374.38,680.47,Male,No,Sun,Meal,1,942.29,Lilith,Bonucci,Lilith Bonucci,6556538819381021,Sun2766
885.62,716.31,Male,No,Mon,Meal,3,888.12,Blake,Albertine,Blake Albertine,6541494451092380,Sun7487
437.59,366.57,Male,No,Wed,Breakfast,3,125.43,Gisela,Larochelle,Gisela Larochelle,6541252297898242,Sun1829
438.27,298.09,Male,Yes,Thu,Dinner,4,622.51,Christal,Chabot,Christal Chabot,6541984889876120,Sun5321
219.41,248.58,Female,Yes,Fri,Meal,1,481.84,Antonietta,Auberbach,Antonietta Auberbach,6541745167032111,Sun8640
100.22,819.84,Female,Yes,Wed,Breakfast,4,937.09,Ileana,Loeb,Ileana Loeb,6541440535109136,Sun1311
373.86,904.78,Female,No,Sat,Breakfast,3,757.83,Brietta,Georgy,Brietta Georgy,6556766764786212,Sun9429
610.38,896.27,Male,Yes,Sun,Dinner,4,699.49,Daphne,Shirberg,Daphne Shirberg,6541263922919834,Sun5213
759.11,243.22,Female,No,Sat,Meal,2,284.67,Fidelia,Chobot,Fidelia Chobot,6556200821383425,Sun1181
917.77,236.77,Female,No,Fri,Dinner,3,756.97,Eve,Paine,Eve Paine,6556793555388791,Sun8178
293.21,977.03,Male,Yes,Thu,Meal,2,248.39,Reeba,McGrody,Reeba McGrody,6556099737263610,Sun1300
426.35,532.94,Male,Yes,Fri,Breakfast,2,655.7,Henriette,Konyn,Henriette Konyn,6556730046088469,Sun4088
316.61,319.27,Male,No,Mon,Meal,4,404.62,Stevana,Leler,Stevana Leler,6556541161423172,Sun5865
516.17,305.83,Female,Yes,Sat,Breakfast,2,54.78,Tatiania,Brady,Tatiania Brady,6541941643393193,Sun2199
788.37,851.71,Male,Yes,Sun,Meal,2,122.35,Lindie,Hoenack,Lindie Hoenack,6556082836079701,Sun4070
214.34,441.03,Female,Yes,Mon,Breakfast,2,298.62,Gretal,Tamar,Gretal Tamar,6541284135950008,Sun4367
215.33,548.17,Female,No,Wed,Breakfast,2,330.47,Lanna,Elisha,Lanna Elisha,6541453914477862,Sun9235
980.27,871.42,Male,No,Thu,Meal,1,171.4,Drucie,Abernon,Drucie Abernon,6556359751027438,Sun0889
982.09,606.83,Female,No,Sun,Breakfast,3,941.23,Lanae,Roche,Lanae Roche,6556026950360762,Sun1744
223.72,185.09,Female,Yes,Wed,Meal,3,448.47,Liana,Tufts,Liana Tufts,6541829814956668,Sun0469
553.95,434.62,Female,Yes,Sun,Breakfast,4,816.97,Mignon,Colbert,Mignon Colbert,6541153088233927,Sun4403
105.28,480.67,Female,Yes,Sun,Meal,3,250.24,Agathe,Giff,Agathe Giff,6541850435920290,Sun3622
181.83,480.78,Male,Yes,Wed,Dinner,4,436.13,Trixi,Amethist,Trixi Amethist,6556206745722223,Sun5439
179.21,185.18,Male,No,Mon,Breakfast,3,507.57,Mara,Ade,Mara Ade,6556141199166936,Sun9246
447.55,240.4,Male,No,Fri,Breakfast,2,112.52,Hettie,Sherrie,Hettie Sherrie,6541672094139812,Sun8880
826.76,343.02,Female,No,Thu,Meal,2,190.12,Emylee,Giff,Emylee Giff,6541504215722312,Sun7362
768.9,356.66,Female,No,Wed,Dinner,3,226.65,Keelia,Darrell,Keelia Darrell,6541898595490618,Sun0148
951.53,219.66,Male,Yes,Wed,Breakfast,4,101.4,Harrietta,Socha,Harrietta Socha,6556257316971697,Sun3565
618.34,52.4,Male,No,Sat,Breakfast,4,566.55,Thalia,Bigner,Thalia Bigner,6556653147754639,Sun3320
453.61,709.84,Female,Yes,Mon,Dinner,1,514.5,Hildegaard,Anton,Hildegaard Anton,6556701133980920,Sun5629
301.52,362.24,Female,No,Sun,Breakfast,1,956.83,Gusella,Fink,Gusella Fink,6556221754372098,Sun4131
780.27,948.27,Female,No,Mon,Breakfast,4,235.57,Inga,Lorenz,Inga Lorenz,6556236345760686,Sun9286
116.88,620.41,Male,Yes,Wed,Meal,4,934.67,Mureil,Kristi,Mureil Kristi,6556737309255740,Sun5553
144.52,139.15,Female,No,Sat,Meal,4,571.87,Corly,Mehalek,Corly Mehalek,6556368109026981,Sun0383
476.91,229.45,Male,No,Sun,Breakfast,4,906.84,Minne,Marijo,Minne Marijo,6556891363307197,Sun7604
612.29,774.07,Female,Yes,Wed,Breakfast,2,461.92,Genevra,Bahr,Genevra Bahr,6556207319253690,Sun0575
881.44,404.89,Male,Yes,Mon,Breakfast,2,8,Rosabelle,Natica,Rosabelle Natica,6541442274112994,Sun7247
558.53,733.3,Female,Yes,Sat,Meal,3,210.92,Estell,Skell,Estell Skell,6556685100413023,Sun5875
343.82,529.16,Female,No,Mon,Dinner,1,530.12,Julieta,Doig,Julieta Doig,6556103297456624,Sun8018
869.33,905.52,Female,Yes,Mon,Dinner,2,916.51,Ginnie,Justinn,Ginnie Justinn,6556107898749864,Sun7005
662.34,519.57,Male,Yes,Sat,Dinner,1,774.88,Sean,Wallis,Sean Wallis,6556244914147847,Sun0893
467.13,28.73,Male,Yes,Thu,Meal,4,801.55,Carree,Colp,Carree Colp,6556514547881236,Sun3731
996.6,603.35,Female,Yes,Sun,Breakfast,4,523.97,Aaren,Brotherson,Aaren Brotherson,6556430914504926,Sun8230
697.14,205.49,Male,No,Sun,Breakfast,1,901.62,Ethel,Rodmann,Ethel Rodmann,6541136622729239,Sun2612
636.31,615.27,Female,No,Thu,Dinner,1,252.9,Angelique,Cottle,Angelique Cottle,6556589040449409,Sun0288
299.69,831.07,Male,No,Tue,Breakfast,4,181.17,Alexine,Hessler,Alexine Hessler,6541367630770220,Sun0303
580.72,161.73,Female,No,Sat,Dinner,4,111.13,Oralee,Marden,Oralee Marden,6541758795711287,Sun4951
311.43,275.7,Male,Yes,Sat,Dinner,2,81.83,Deedee,Xerxes,Deedee Xerxes,6541784944486350,Sun7556
799.62,409.27,Female,Yes,Tue,Meal,2,517.9,Viviene,Margarete,Viviene Margarete,6556969641517294,Sun5245
304.68,839.95,Female,No,Wed,Meal,1,853.66,Minne,Iiette,Minne Iiette,6541208054455412,Sun1218
733.51,443.3,Female,No,Fri,Dinner,1,511.09,Rani,Trace,Rani Trace,6556254544497918,Sun6396
931.41,129.61,Female,Yes,Mon,Breakfast,1,163.16,Eugine,Flita,Eugine Flita,6541850924140595,Sun5015
876.73,611.53,Female,Yes,Thu,Dinner,4,751.74,Amalie,Alarise,Amalie Alarise,6556108580237413,Sun2360
834.48,976.03,Female,No,Thu,Meal,4,135.86,Orelia,Gladstone,Orelia Gladstone,6541608147753794,Sun0850
672.6,960.4,Male,No,Mon,Dinner,2,181.61,Ingrid,Chauncey,Ingrid Chauncey,6556173375207244,Sun4782
968.31,231.7,Male,No,Wed,Dinner,2,974.02,Sibella,Slifka,Sibella Slifka,6556401032391173,Sun6087
982.15,588.03,Male,Yes,Fri,Meal,4,256.22,Barbara,Hermes,Barbara Hermes,6541241377214932,Sun0813
891.77,306.35,Male,No,Sat,Dinner,1,152.19,Kenna,Erb,Kenna Erb,6556982291307475,Sun6608
422.05,704.3,Female,No,Thu,Breakfast,2,378.13,Aurelie,Urias,Aurelie Urias,6556652736627882,Sun6120
812.67,922.95,Male,No,Mon,Dinner,2,212.52,Talya,Carvey,Talya Carvey,6541619452167465,Sun0955
556.5,791.05,Female,Yes,Wed,Meal,2,640.25,Calla,Kazimir,Calla Kazimir,6541290435422682,Sun1849
827.95,131.51,Female,No,Fri,Dinner,4,165.37,Aubrie,Vary,Aubrie Vary,6541248268320992,Sun9026
983.64,611.19,Male,Yes,Tue,Breakfast,4,541.51,Renie,Tillford,Renie Tillford,6556812539221280,Sun7616
589.35,740.2,Female,No,Sun,Dinner,2,323.7,Chandra,Wildermuth,Chandra Wildermuth,6556244991614465,Sun3323
813.71,137.15,Female,No,Thu,Dinner,1,760.38,Emma,Sheedy,Emma Sheedy,6556210001632444,Sun4141
329.68,865.37,Female,Yes,Mon,Meal,1,781.85,Viviene,Wu,Viviene Wu,6556267606483847,Sun0645
931.64,256.35,Male,No,Wed,Breakfast,3,686.55,Mady,Rona,Mady Rona,6556205379065766,Sun7515
486.12,899.21,Female,No,Sun,Dinner,1,816.28,Thalia,Christine,Thalia Christine,6556619896176171,Sun1511
300.09,286.17,Female,No,Thu,Breakfast,1,385.9,Marita,Durante,Marita Durante,6541504038403539,Sun3559
341.28,617.26,Male,Yes,Tue,Breakfast,2,419.33,Gwenneth,Guildroy,Gwenneth Guildroy,6541360163469232,Sun0484
698.69,125.64,Female,No,Thu,Dinner,4,623.09,Kerrin,Andrel,Kerrin Andrel,6556525454842312,Sun2533
476.49,795.89,Male,No,Wed,Meal,2,213.63,Danny,Geffner,Danny Geffner,6541476715001683,Sun8682
319.85,676.52,Female,Yes,Thu,Meal,1,1000.59,Devina,Junie,Devina Junie,6541631376522333,Sun1864
704.23,443.63,Male,No,Mon,Dinner,1,958.39,Claresta,Slifka,Claresta Slifka,6556089731199154,Sun7634
492.22,675.67,Female,No,Wed,Breakfast,3,734.92,Ketti,Kare,Ketti Kare,6556446142444976,Sun1308
457.44,265.94,Male,No,Mon,Dinner,4,347.59,Christy,Schalles,Christy Schalles,6556374876636458,Sun4385
762.93,189.76,Male,Yes,Thu,Meal,4,120.32,Cherrita,Septima,Cherrita Septima,6556985792660313,Sun3872
936.79,584.11,Male,No,Wed,Breakfast,4,933.9,Shirlee,Bertold,Shirlee Bertold,6541093207794854,Sun3107
353.12,4.12,Female,Yes,Mon,Breakfast,3,98.08,Stephanie,Brady,Stephanie Brady,6541798108439414,Sun8670
744.34,830.71,Female,Yes,Wed,Meal,2,711.02,Merrie,Jary,Merrie Jary,6541425621909762,Sun5044
309.54,515.17,Female,No,Tue,Dinner,4,900.08,Valli,Honoria,Valli Honoria,6556040894983087,Sun0144
864.43,657.61,Female,No,Wed,Dinner,3,318.32,Brietta,Chrystel,Brietta Chrystel,6556624840650224,Sun3973
587.8,467.54,Female,Yes,Sat,Meal,1,931.14,Caressa,Rosalba,Caressa Rosalba,6541278572177591,Sun1634
163.4,636.04,Female,Yes,Fri,Meal,1,588.97,Brooks,Krystle,Brooks Krystle,6556148917499146,Sun0801
191.59,614.79,Male,Yes,Thu,Dinner,1,114.47,Susan,Solitta,Susan Solitta,6541562312801389,Sun5241
237.15,601.06,Female,No,Thu,Dinner,4,637.86,Lonnie,Janith,Lonnie Janith,6541696817151076,Sun1502
253.89,378.45,Male,No,Fri,Dinner,1,440.59,Melina,Anderea,Melina Anderea,6556030885542911,Sun0331
672.53,20.98,Female,No,Tue,Meal,2,498.4,Carilyn,Manolo,Carilyn Manolo,6556198099575453,Sun2094
266.06,556.42,Female,No,Mon,Breakfast,2,818.32,Dacia,Manolo,Dacia Manolo,6556598582286147,Sun4813
177.02,760.52,Male,Yes,Sat,Dinner,3,566.34,Sabina,Weitman,Sabina Weitman,6541582107509819,Sun0260
237.02,811.85,Male,No,Mon,Breakfast,1,348.97,Sharai,Felizio,Sharai Felizio,6541820581987940,Sun0324
599.65,801.93,Female,Yes,Sat,Meal,4,317.46,Keelia,Prouty,Keelia Prouty,6556162779310558,Sun9390
717.34,195.86,Male,No,Sat,Breakfast,4,790.14,Verla,Hamil,Verla Hamil,6556710908651163,Sun6040
920.3,902.15,Female,Yes,Mon,Meal,1,850.94,Zaria,Matthew,Zaria Matthew,6556218016202506,Sun2075
981.64,326.66,Male,No,Tue,Breakfast,3,813.68,Chrystel,Israeli,Chrystel Israeli,6541775379543565,Sun1757
381.62,352.51,Male,No,Sat,Dinner,2,850.21,Vevay,Kussell,Vevay Kussell,6541356122429748,Sun2352
127.59,683.98,Female,No,Thu,Dinner,1,613.59,Elie,Zola,Elie Zola,6556655789756301,Sun6307
407.96,50.63,Male,Yes,Tue,Dinner,3,296.96,Lexine,Lorenz,Lexine Lorenz,6541510665526781,Sun6536
894.91,472.41,Female,No,Thu,Dinner,3,881.72,Anthia,Ingra,Anthia Ingra,6556937599575030,Sun8190
511.01,8.14,Female,No,Sun,Dinner,4,297.57,Katleen,Forrer,Katleen Forrer,6541412251255635,Sun9481
282.66,580.87,Male,No,Mon,Breakfast,4,966.75,Janeczka,Ledah,Janeczka Ledah,6541739552058022,Sun2641
579.8,810.38,Male,Yes,Sat,Meal,1,482.96,Carree,Sisile,Carree Sisile,6556764173583815,Sun3156
255.33,533.45,Male,No,Tue,Dinner,2,429.28,Lyssa,Hillel,Lyssa Hillel,6556872282177687,Sun7583
502.66,750.45,Male,No,Tue,Breakfast,2,272.5,Lolita,Henrie,Lolita Henrie,6541119714893298,Sun9260
878.14,517.54,Male,Yes,Wed,Dinner,1,562.53,Alie,Sholley,Alie Sholley,6541448544296061,Sun2990
927.5,180.68,Female,No,Tue,Meal,4,192.25,Cissiee,Xerxes,Cissiee Xerxes,6541239989897864,Sun2996
694.52,324.86,Male,Yes,Sat,Meal,1,826.7,Kate,Aprile,Kate Aprile,6556865831492318,Sun8991
830.67,895.28,Female,Yes,Mon,Breakfast,4,451.54,Lorenza,Cookie,Lorenza Cookie,6556320084576383,Sun1258
669.98,35.51,Female,No,Mon,Dinner,4,532.92,Liana,Alice,Liana Alice,6541813603370801,Sun9061
433.83,60.86,Male,No,Sat,Breakfast,2,522.68,Tierney,Kevon,Tierney Kevon,6541614765770027,Sun1339
976.82,432.87,Male,Yes,Mon,Meal,4,732.58,Raquela,Ambrosia,Raquela Ambrosia,6556237743432036,Sun0003
819.63,567.99,Male,No,Tue,Breakfast,1,336.9,Debee,Germann,Debee Germann,6556116525330196,Sun3579
636.52,22.42,Male,Yes,Sun,Breakfast,4,289.46,Dulcinea,Halsey,Dulcinea Halsey,6556338889957400,Sun2558
327.63,500.66,Female,No,Wed,Meal,3,128.83,Johna,Allare,Johna Allare,6541374808169897,Sun9099
654.8,741.42,Female,No,Mon,Breakfast,2,435.39,Farrah,Atcliffe,Farrah Atcliffe,6541988844287847,Sun3885
744.06,802.46,Male,Yes,Fri,Breakfast,4,351.81,Dale,Mendez,Dale Mendez,6541091875435413,Sun3879
731.18,877.45,Male,Yes,Sat,Meal,3,104.89,Laure,Malanie,Laure Malanie,6541705280610338,Sun3318
769.88,869.46,Male,No,Wed,Dinner,2,783.45,Aeriela,Beniamino,Aeriela Beniamino,6541565352949241,Sun6928
880.95,392.53,Female,No,Wed,Meal,1,756.31,Phedra,Allare,Phedra Allare,6541942229278764,Sun1026
675.7,691.69,Male,Yes,Mon,Dinner,4,423.88,Edith,Franza,Edith Franza,6541672568318789,Sun1006
867.87,310.89,Male,No,Mon,Meal,1,119.97,Renae,Lilas,Renae Lilas,6541955074018338,Sun1001
863.28,617.9,Male,No,Sun,Dinner,3,920.92,Karlee,Hashim,Karlee Hashim,6541489018705849,Sun7739
343.94,15.07,Male,Yes,Sat,Dinner,2,970.62,Ariela,Travax,Ariela Travax,6556038428475174,Sun8770
783.14,787.31,Female,Yes,Sat,Breakfast,1,346.16,Vevay,Darian,Vevay Darian,6556175892539706,Sun7472
619.18,967.04,Female,No,Mon,Breakfast,1,580.72,Susan,Kosey,Susan Kosey,6541814826526259,Sun2359
756.72,70.56,Male,No,Mon,Dinner,2,239.89,Antonietta,Clarissa,Antonietta Clarissa,6541056999978549,Sun3527
863.75,815.31,Female,No,Sun,Meal,1,789.76,Oona,Dorothy,Oona Dorothy,6541872554613751,Sun9565
356.91,479.71,Female,Yes,Sun,Breakfast,2,432.27,Lynnea,Bashemeth,Lynnea Bashemeth,6556130710192864,Sun0117
264.09,181.59,Female,Yes,Sat,Meal,1,694.77,Nannie,Medrek,Nannie Medrek,6556425144743634,Sun5001
401.87,657.47,Female,Yes,Thu,Breakfast,3,397.16,Madalyn,Publia,Madalyn Publia,6556875148876382,Sun8024
949.26,785.09,Male,No,Wed,Dinner,2,682.13,Imojean,Kaete,Imojean Kaete,6556753756659300,Sun5782
889.27,186.37,Female,No,Thu,Meal,4,876.25,Kenna,My,Kenna My,6541860612552026,Sun4045
956.56,309.76,Female,No,Thu,Breakfast,3,506.24,Dotty,O'Neill,Dotty O'Neill,6556648111568568,Sun9424
363.89,212.83,Male,No,Tue,Breakfast,3,725.69,Sophia,Giff,Sophia Giff,6541741973345074,Sun3689
253.51,770.91,Female,No,Mon,Dinner,2,655.36,Kaia,Delila,Kaia Delila,6556059642103035,Sun0235
170.55,218.41,Female,Yes,Tue,Breakfast,4,446.99,Kirbee,Phyllis,Kirbee Phyllis,6556551949072533,Sun3935
306.53,171.94,Female,No,Sat,Dinner,1,500.73,Codie,Erb,Codie Erb,6556961495118274,Sun3530
240.99,474.93,Male,Yes,Thu,Meal,4,143.43,Roxane,Read,Roxane Read,6541058602185797,Sun5026
176.01,184.87,Male,Yes,Thu,Dinner,1,260.34,Daphne,Ingra,Daphne Ingra,6541339160206417,Sun9486
468.51,797.47,Female,No,Wed,Dinner,3,906.05,Daryl,Darian,Daryl Darian,6541673204838414,Sun6425
679.14,185.47,Female,Yes,Tue,Meal,1,178.77,Emma,Eldrid,Emma Eldrid,6541889911125995,Sun5399
621.76,527.43,Female,Yes,Thu,Dinner,4,260,Rozele,Buffum,Rozele Buffum,6556792483460524,Sun8977
110.92,234.54,Female,No,Fri,Dinner,1,712.78,Carly,Milde,Carly Milde,6556455275003354,Sun7450
807.3,910.69,Male,Yes,Sat,Breakfast,3,666.03,Lita,Naashom,Lita Naashom,6556242874701924,Sun0317
530.51,330.51,Female,No,Wed,Meal,2,499.84,Marika,Alice,Marika Alice,6556106223706155,Sun4495
430.66,985.95,Male,No,Wed,Meal,1,97.62,Hyacinthe,Ledah,Hyacinthe Ledah,6541581780234688,Sun1208
842.07,558.53,Female,Yes,Sun,Dinner,3,814.12,Linet,Reneta,Linet Reneta,6556313035628289,Sun1049
828.87,895.51,Male,Yes,Mon,Dinner,1,13.79,Ilse,Fennessy,Ilse Fennessy,6541790683193133,Sun3796
660.51,198.35,Male,No,Thu,Breakfast,2,336.94,Nita,Wareing,Nita Wareing,6541204364062458,Sun2797
407.46,930.67,Male,No,Sat,Breakfast,2,325.81,Ruthe,Berl,Ruthe Berl,6556662020605163,Sun9984
443.29,821.7,Female,No,Mon,Meal,3,893.54,Margalo,Decato,Margalo Decato,6556099121469232,Sun4163
640.61,530.57,Female,Yes,Fri,Meal,1,627.19,Leanna,Markman,Leanna Markman,6541361465229132,Sun3266
988.95,379.38,Male,Yes,Sat,Dinner,2,38.5,Genevra,Rodmann,Genevra Rodmann,6556902050859324,Sun6830
207.93,849.4,Male,No,Sat,Meal,2,638.18,Ulrike,Madox,Ulrike Madox,6556472821559358,Sun6594
698.4,707.92,Male,No,Thu,Breakfast,2,893.31,Dorothy,Berriman,Dorothy Berriman,6541141654702819,Sun3517
964.52,992.61,Female,No,Tue,Dinner,2,692.47,Shirlee,Iiette,Shirlee Iiette,6541008786276443,Sun6267
427.57,555.35,Female,Yes,Mon,Dinner,3,705.22,Bernie,Marcellus,Bernie Marcellus,6556633383495033,Sun7727
442.82,523.75,Female,No,Sat,Breakfast,2,525.01,Gisela,Katrine,Gisela Katrine,6541095063496268,Sun0198
231.38,421.25,Male,No,Wed,Dinner,1,800.56,Aimil,Oster,Aimil Oster,6541949004543936,Sun8544
349.41,416.36,Male,No,Thu,Meal,3,360.31,Antonietta,Presber,Antonietta Presber,6556922834307630,Sun9110
549.54,356.92,Male,Yes,Mon,Breakfast,1,936.07,Rosene,Swigart,Rosene Swigart,6556549763490755,Sun6975
282.74,89.14,Male,Yes,Mon,Meal,2,803.39,Dominga,Phi,Dominga Phi,6541476666311706,Sun4720
193.63,216.19,Female,No,Thu,Meal,3,421.94,Deloria,Glenden,Deloria Glenden,6541008660741507,Sun9718
953.71,313.06,Male,Yes,Sun,Dinner,1,489.54,Hermione,Chobot,Hermione Chobot,6541220402522821,Sun8406
372.55,641.63,Male,Yes,Sun,Meal,2,76.47,Lynnea,Odysseus,Lynnea Odysseus,6541969705707596,Sun4098
432.56,814.34,Female,No,Thu,Meal,1,504.58,Angelique,Autrey,Angelique Autrey,6556164559217056,Sun9054
830.35,583.57,Male,Yes,Sat,Breakfast,3,876.26,Marline,Moseley,Marline Moseley,6541527732076850,Sun6246
270.55,288.25,Female,No,Sun,Dinner,3,251.98,Rhoda,Bertold,Rhoda Bertold,6541320573058180,Sun7521
599.23,914.18,Male,No,Tue,Breakfast,1,457.03,Shirlee,Heidt,Shirlee Heidt,6556924266234200,Sun5414
378.86,34.38,Female,No,Fri,Dinner,2,658.89,Raina,Lamoree,Raina Lamoree,6556552725579501,Sun0214
423.78,616.35,Female,No,Sun,Meal,4,170.71,Kaia,Schenck,Kaia Schenck,6541367912062018,Sun0582
324.97,565.21,Female,No,Mon,Meal,2,319.93,Madalyn,Dannye,Madalyn Dannye,6556787415184481,Sun5577
911.21,250.15,Female,Yes,Thu,Dinner,4,284.64,Demetris,Docilla,Demetris Docilla,6556609999447555,Sun3123
141.94,92.9,Male,Yes,Sat,Meal,3,753.13,Magdalena,Dalli,Magdalena Dalli,6541487815778833,Sun9200
540.35,973.36,Male,Yes,Thu,Dinner,2,877.56,Albertina,Orpah,Albertina Orpah,6541421261784990,Sun2247
879.23,238.26,Male,Yes,Sun,Breakfast,4,393.7,Marjie,Charity,Marjie Charity,6541312748152714,Sun5668
439.97,298.01,Male,No,Sat,Breakfast,3,146.42,Sallie,Wesle,Sallie Wesle,6556681958550749,Sun8909
878.17,651.82,Female,Yes,Sat,Dinner,3,282.14,Dacia,Ulphia,Dacia Ulphia,6556761343026711,Sun5589
877.8,543.95,Male,No,Thu,Meal,4,452.28,Hannis,Leler,Hannis Leler,6556146092421671,Sun0609
879.53,213.81,Female,No,Wed,Meal,2,323.08,Selma,Madox,Selma Madox,6541559092384010,Sun2002
844.62,465.95,Male,No,Sun,Dinner,4,359.59,Roseline,Rheingold,Roseline Rheingold,6556286796508073,Sun4246
449.63,772.68,Female,Yes,Sat,Meal,4,339.92,Lolita,Suzetta,Lolita Suzetta,6556217677127305,Sun5084
691.21,221.49,Female,Yes,Thu,Breakfast,1,595.87,Iseabal,Donoghue,Iseabal Donoghue,6556019139054551,Sun4685
967.2,745.2,Male,Yes,Fri,Breakfast,3,231.67,Nessie,Rosette,Nessie Rosette,6541298044717043,Sun6493
419.99,452.72,Female,No,Sat,Breakfast,4,250.76,Hope,Hazlett,Hope Hazlett,6556731983097049,Sun7417
230.07,752.23,Female,Yes,Wed,Meal,4,430.7,Catrina,Anselmi,Catrina Anselmi,6541151078082531,Sun4964
153.4,231.63,Male,No,Wed,Breakfast,2,395.17,Dawn,Sharl,Dawn Sharl,6541829756238514,Sun1561
555.33,609.21,Male,No,Sun,Breakfast,4,681.02,Micheline,Nikaniki,Micheline Nikaniki,6541262498413123,Sun9133
960.49,245.67,Male,No,Wed,Meal,1,566.48,Valera,Joeann,Valera Joeann,6541601606721210,Sun6975
